,Platform_ORF,logFC,AveExpr,F,P.Value,adj.P.Val,GO.Function,GO.Component,GO.Process,Gene.symbol,Chromosome.annotation,EGEOD,Organism,Species,Strain,StudyType,AssayType,Gen,meta_data
2803,orf19.14009,0.134414292,0.157085708,1.003330525,0.405495125,0.55816969,molecular_function,cellular_component,biological_process,NA,Contig20254:complement(12775..11996),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2804,orf19.11621,-0.473915202,-0.094584798,1.00291765,0.405631146,0.55820418,"zinc ion binding///RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription activator activity, RNA polymerase II-specific",nucleus///host cell nucleus///nucleus///mitochondrion,negative regulation of transcription from RNA polymerase II promoter in response to hypoxia///regulation of cellular respiration///establishment of protein localization to chromatin///carbon catabolite activation of transcription from RNA polymerase II promoter,HAP1,Contig20198:complement(21569..18312),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2805,orf19.12994,-0.369747011,0.232247011,1.002953508,0.40561933,0.55820418,"DNA-binding transcription factor activity, RNA polymerase II-specific///zinc ion binding///DNA-binding transcription factor activity///transcription regulatory region sequence-specific DNA binding",host cell nucleus///nucleus,"regulation of transcription, DNA-templated///filamentous growth of a population of unicellular organisms in response to biotic stimulus///positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus///positive regulation of transcription by RNA polymerase II",LYS14,Contig20230:complement(65179..63401),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2806,orf19.14186,0.181014371,0.264235629,1.002649926,0.405719377,0.558287404,DNA binding///protein heterodimerization activity///DNA binding,nucleosome///nucleus///mating-type region heterochromatin///nuclear pericentric heterochromatin///nuclear rDNA heterochromatin///nucleus,nucleosome assembly///protein localization to kinetochore///positive regulation of DNA repair///mitotic chromosome condensation,HTA1,Contig20259:complement(7613..7215),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2807,orf19.8633,-0.11391835,-0.14433165,1.002141293,0.405887067,0.558441748,NADP binding///hydroxymethylglutaryl-CoA reductase (NADPH) activity///hydroxymethylglutaryl-CoA reductase (NADPH) activity///hydroxymethylglutaryl-CoA reductase (NADPH) activity,integral component of membrane///nuclear outer membrane-endoplasmic reticulum membrane network///nuclear envelope///endoplasmic reticulum membrane///plasma membrane,"oxidation-reduction process///coenzyme A metabolic process///isopentenyl diphosphate biosynthetic process, mevalonate pathway///ergosterol biosynthetic process///sterol biosynthetic process///cellular response to drug",HMG1,Contig20087:11887..15108,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2808,orf19.11812,-0.106355859,-0.204894141,1.000429051,0.406452199,0.558837045,structural constituent of ribosome///structural constituent of ribosome,extracellular region///cytosolic small ribosomal subunit///membrane,translation///rRNA export from nucleus,RPS5,Contig20202:211348..212025,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2809,orf19.12556,0.300244473,0.250255527,1.00007261,0.406569965,0.558918023,zinc ion binding///tRNA-specific adenosine-34 deaminase activity///tRNA-specific adenosine deaminase activity,tRNA-specific adenosine-34 deaminase complex,tRNA wobble adenosine to inosine editing///tRNA modification,TAD3,Contig20218:79595..80422,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2810,orf19.11931,-0.085600354,0.167600354,0.999998507,0.406594454,0.558918023,GTP binding///GTPase activity///GTPase activity,cytoplasm,mature ribosome assembly,RIA1,Contig20205:85412..88546,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2811,orf19.12393,0.171220758,-0.051470758,0.998876933,0.406965318,0.559313157,actin binding///Rho GTPase binding///F-bar domain binding///profilin binding///cytoskeletal protein binding,"actomyosin contractile ring, proximal layer///polarisome///cellular bud tip///mating projection tip///cytoplasm///cellular bud neck///cell division site///spitzenkorper///actin filament///hyphal tip///medial cortical node///incipient cellular bud site///mitotic actomyosin contractile ring///spitzenkorper///spitzenkorper///cellular bud tip///cellular bud tip///cellular bud neck///hyphal tip///hyphal tip///incipient cellular bud site///cell septum///cell septum///cellular bud neck contractile ring",establishment of mitotic spindle orientation///mitotic actomyosin contractile ring assembly///negative regulation of barbed-end actin filament capping///actin filament polymerization involved in mitotic actomyosin contractile ring assembly///cell septum assembly///mitotic actomyosin contractile ring maintenance///formin-nucleated actin cable assembly///budding cell apical bud growth///protein localization to mitotic actomyosin contractile ring///actin filament bundle assembly///establishment or maintenance of cell polarity///positive regulation of actin filament polymerization///mitotic actomyosin contractile ring assembly actin filament organization///positive regulation of actin cytoskeleton reorganization///transitional endoplasmic reticulum polarization at cell division site///negative regulation of actin filament binding///actomyosin contractile ring assembly///hyphal growth///cytokinesis///barbed-end actin filament capping///cellular response to heat///actin nucleation///regulation of protein localization///regulation of cellular protein localization///Golgi localization///actin cortical patch localization///hyphal growth///hyphal growth///septum digestion after cytokinesis///filamentous growth of a population of unicellular organisms in response to starvation///cellular bud site selection///cellular bud site selection///pathogenesis///establishment or maintenance of cell polarity///establishment or maintenance of cell polarity///maintenance of cell polarity///filamentous growth of a population of unicellular organisms///filamentous growth of a population of unicellular organisms in response to chemical stimulus///filamentous growth of a population of unicellular organisms in response to biotic stimulus///filamentous growth of a population of unicellular organisms in response to biotic stimulus///filamentous growth///filamentous growth///cellular response to chemical stimulus///cellular response to biotic stimulus///cellular response to biotic stimulus///cellular response to starvation,BNI1,Contig20216:complement(32511..27313),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2812,orf19.9830,0.222170832,0.889079168,0.994558699,0.408397094,0.560695599,NA,NA,NA,TOR1,Contig20143:101794..102501,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2813,orf19.10663,-0.024728974,0.220478974,0.993687393,0.408686739,0.560787703,"phosphatidylinositol-3,4-bisphosphate 5-kinase activity///phosphatidylinositol-4-phosphate binding///phosphatidylinositol-3-phosphate binding///1-phosphatidylinositol-4-phosphate 5-kinase activity///1-phosphatidylinositol-3-phosphate 4-kinase activity///1-phosphatidylinositol-4-phosphate 5-kinase activity///1-phosphatidylinositol-4-phosphate 5-kinase activity",nucleus///division septum///plasma membrane///membrane///plasma membrane///plasma membrane///site of polarized growth,ascospore-type prospore assembly///phosphatidylinositol phosphorylation///actin cytoskeleton organization///signal transduction///invasive filamentous growth,MSS4,Contig20169:1300..3687,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2814,orf19.14016,0.004234854,-0.305484854,0.993529178,0.408739361,0.560787703,fumarate hydratase activity///fumarate hydratase activity,tricarboxylic acid cycle enzyme complex,fumarate metabolic process///tricarboxylic acid cycle///tricarboxylic acid cycle,FUM2,Contig20254:24451..25260,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2815,orf19.12506,0.120182358,-0.485682358,0.988905212,0.410280973,0.562026817,molecular_function,nuclear exosome (RNase complex)///cytoplasmic exosome (RNase complex)///exosome (RNase complex),"rRNA catabolic process///exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)///nuclear polyadenylation-dependent tRNA catabolic process",RRP42,Contig20217:complement(8676..7753),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2816,orf19.9812,0.048756268,0.332743732,0.988389971,0.410453195,0.562177967,"DNA-binding transcription factor activity, RNA polymerase II-specific///DNA-binding transcription factor activity, RNA polymerase II-specific///RNA polymerase II cis-regulatory region sequence-specific DNA binding///iron-sulfur cluster binding",nucleus,"positive regulation of transcription from RNA polymerase II promoter in response to iron ion starvation///cellular iron ion homeostasis///cellular response to selenite ion///positive regulation of transcription from RNA polymerase II promoter in response to iron ion starvation///regulation of phosphate transmembrane transport///cellular response to oxidative stress///positive regulation of transcription by RNA polymerase II///cardiolipin metabolic process///pathogenesis///regulation of transcription, DNA-templated///cellular iron ion homeostasis///positive regulation of transcription from RNA polymerase II promoter in response to iron ion starvation///cellular response to oxidative stress///invasive filamentous growth///cell adhesion///filamentous growth of a population of unicellular organisms in response to biotic stimulus///positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus///filamentous growth of a population of unicellular organisms in response to starvation///positive regulation of filamentous growth of a population of unicellular organisms in response to starvation///cellular response to starvation///cellular response to biotic stimulus///filamentous growth",NA,Contig20143:complement(76045..73649),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2817,orf19.13264,-0.013013483,0.312763483,0.988099384,0.410550365,0.562204411,molecular_function,cellular_component,biological_process,MET1b,Contig20234:111602..112285,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2818,orf19.10173,-0.106443077,0.272943077,0.984851568,0.411638331,0.563272451,molecular_function,cellular_component,biological_process,NA,Contig20155:31736..34093,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2819,orf19.10661,0.353183366,-0.009433366,0.983958038,0.411938271,0.56355135,catalytic activity,cellular_component,cellular metabolic process,GRP6,Contig20168:complement(13485..12319),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2820,orf19.9301,-0.241090611,0.150090611,0.979728214,0.413361793,0.565039725,NA,NA,NA,UTP20,Contig20123:complement(271942..270323)///Contig20123:complement(270204..268342),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2821,orf19.8258,0.365936983,-0.256936983,0.978457948,0.413790474,0.56537124,D-xylose transmembrane transporter activity///glucose transmembrane transporter activity///sugar transmembrane transporter activity,integral component of membrane///integral component of plasma membrane///membrane,D-xylose transmembrane transport///glucose transmembrane transport///carbohydrate transport,HXT4,Contig20063:27251..28276,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2822,orf19.11715,-0.164206219,-0.081793782,0.974832897,0.415016846,0.566546579,molecular_function,fungal-type vacuole membrane///endoplasmic reticulum,GPI anchor biosynthetic process///GPI anchor biosynthetic process///cellular manganese ion homeostasis,PER1,Contig20202:complement(41817..40642),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2823,orf19.11467,0.04364067,0.344359331,0.972302132,0.415875666,0.567410909,molecular_function,cellular_component,biological_process,NA,Contig20194:173962..176478,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2824,orf19.14055,0.16446692,0.13678308,0.971915288,0.416007135,0.567551786,molecular_function,integral component of plasma membrane///integral component of membrane///membrane raft///eisosome,pathogenesis///fungal-type cell wall organization///cellular response to pH,SLK19,Contig20254:86914..90507,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2825,orf19.8266,0.011025975,-0.388025975,0.970902973,0.416351413,0.567982955,molecular_function,membrane,transmembrane transport,LYP1,Contig20063:complement(46768..45179),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2826,orf19.10193,-0.005340697,-0.195409303,0.969264351,0.416909434,0.568522247,protein kinase activity///ATP binding///protein tyrosine kinase activity///protein kinase activity///histone kinase activity (H2A-S121 specific),"nucleus///nucleus///chromosome, centromeric core domain///mitotic spindle pole body///condensed nuclear chromosome, centromeric region///old mitotic spindle pole body///condensed nuclear chromosome kinetochore///kinetochore///condensed chromosome kinetochore///bub1-bub3 complex","protein phosphorylation///meiotic centromeric cohesion protection///attachment of mitotic spindle microtubules to kinetochore///protein phosphorylation///mitotic spindle assembly checkpoint///sister chromatid biorientation///centromere complex assembly///protein localization to kinetochore///signal transduction involved in mitotic spindle assembly checkpoint///meiotic sister chromatid cohesion, centromeric///macroautophagy///cellular response to drug",BUB1,Contig20158:29438..32140,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2827,orf19.7896,-0.0353375,0.2278375,0.966854758,0.417731675,0.569132529,protein kinase binding,cellular_component,regulation of cyclin-dependent protein serine/threonine kinase activity,NA,Contig20046:64380..65726,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2828,orf19.8937,0.054668304,-0.187418304,0.962684023,0.419159605,0.570575587,nucleobase transmembrane transporter activity///cytidine transmembrane transporter activity///nucleobase transmembrane transporter activity///xenobiotic transmembrane transporter activity///nucleobase transmembrane transporter activity///nucleobase transmembrane transporter activity///nucleobase transmembrane transporter activity///nucleobase transmembrane transporter activity,plasma membrane,xenobiotic detoxification by transmembrane export across the plasma membrane///cytidine transport///purine nucleobase transport///cytosine transport///purine-containing compound transmembrane transport///purine nucleobase transport///cytosine transport///pyrimidine-containing compound salvage///cellular response to drug,FCY2,Contig20113:complement(4261..3074)///Contig20113:complement(4618..4334),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
